code;asdad
WS8000425;11,00
RESPRO15;0,00
RESPRO16;0,00
RESPRO17;0,00
RESPRO18;0,00
RESPRO19;0,00
SR8172DGCA48067;0,00
220020206S;1,00
6010501S;0,00
13606111043-46;0,00
220020201S;0,00
4128B227R;1,00
1626112125;4,00
16P262101010KV12;1,00
CW8U110800L;0,00
607852;4,00
616263;5,00
40285611LGR400BK MATT;0,00
390419;0,00
IRDM772SGS;0,00
40285611GR540BK MATT;0,00
1003102M;0,00
221693M;0,00
221711M;1,00
221714M;0,00
221724L;0,00
221753L;0,00
221753M;0,00
221769L;0,00
221829M;0,00
221830M;0,00
221832L;0,00
221872M;0,00
221884M;0,00
221890M;0,00
221959M;0,00
ECSHG408134P;0,00
ECWGLBWJS02ULL;1,00
ECWGLBWJS02ULM;0,00
ECWGLBWJS02ULXL;1,00
ECWGLBWJS32ULL;1,00
ECWGLBWJS32ULM;0,00
ECWGLBWJS32ULS;2,00
ECWGLBWJS32ULXL;0,00
ECWGLBWJS32ULXXL;2,00
ECWGLBWJS42ULL;3,00
ECWGLBWJS42ULM;0,00
ECWGLBWJS42ULS;3,00
ECWGLBWJS42ULXL;4,00
ECWGLBWJS42ULXXL;1,00
ECWGLBWJS72ULL;2,00
ECWGLBWJS72ULM;0,00
ECWGLBWJS72ULS;0,00
ECWGLBWJS72ULXL;4,00
ECWGLBWJS72ULXXL;1,00
RTC31209229;2,00
RTC31209437;0,00
4124A044F;1,00
4124A044R;0,00
33-60-0015;30,00
33-60-0059;0,00
33-60-0036;1,00
99013;12,00
99305E;2,00
CW0W207205L;1,00
CW0W207217L;0,00
ECWPARWJC16MLL;0,00
16P700231081KVBU6;0,00
ICPFH53;0,00
ICPFH56;0,00
ASL8S20210LS;0,00
ESMBH90SSL100;7,00
ESMBH90SSL170;5,00
ESMBH90SSW100;1,00
ESMBH90SSW170;1,00
ISMBH90SBL100;4,00
ISMBH90SBL170;3,00
ISMBH90SBW100;1,00
ISMBH90SBW170;1,00
KBLIM65VR;0,00
KSG8R22A;0,00
KSM8R20A0040S;0,00
KSMGEAR23L;0,00
9766;-3,00
1602501;0,00
166647;-1,00
377724;0,00
499801;-2,00
789683;1,00
16P700231018KV6;0,00
220020202L;1,00
220020202M;0,00
220020202S;0,00
220020206L;1,00
220020206M;1,00
5339854;0,00
598474-1;0,00
RTC49226602;3,00
PR316021;1,00
EWHR501APCBY;0,00
?8?098269;1,00
PR320799;0,00
H310Q32;-1,00
?8?098270;0,00
ST5600;1,00
PR100477;0,00
PR100120;1,00
?8?098271;0,00
?8?098272;0,00
?8?098273;0,00
?8?098274;0,00
?8?098275;0,00
?8?098276;0,00
?8?098277;0,00
?8?098278;0,00
?8?098279;0,00
218251L;0,00
218251M;0,00
218251S;0,00
Y60098910;0,00
AFCS400CA9C1L;1,00
ICTS500L;0,00
Y34R85000;1,00
Y34R85010;1,00
1228-4;4,00
Y1FU22000;1,00
Y1H598150;1,00
Y1H598160;1,00
Y1J198100;3,00
Y1J198110;3,00
Y1LR26000;1,00
Y1LR98030;1,00
Y1LR98110;1,00
Y1LS98080;2,00
30K0120;1,00
Y74Y98120;3,00
Y8G698080;7,00
IFHM570AZ;0,00
FOX80300079;4,00
FOX80300613;2,00
40201310LGR280BU/SLV;0,00
4024418L;0,00
40287211LDE460WH;0,00
ISMMA90R180PS;6,00
ISMRT67M;5,00
ISMRT67S;3,00
ISMRT81M;4,00
ISMRT81S;7,00
Y66Y98600;5,00
1520151751AV;-3,00
ICSM9539234;0,00
01-10669;10,00
01-10253;10,00
63-180036;2,00
63-180043;2,00
63-180630;2,00
63-180289;0,00
63-180111;2,00
63-180128;1,00
07-10205;1,00
09-00048;9,00
01-10726;0,00
07-10116;3,00
07-10120;20,00
07-10092;0,00
01-10861;188,00
01-073-528R;5,00
01-073-528F;2,00
218073MEDIUM;0,00
133230000M;2,00
111010010XL;1,00
132020130XL;1,00
132020130M;1,00
132020140L;2,00
132020140M;1,00
132020140XL;1,00
134040010M;0,00
134040010XS;2,00
112022056M;0,00
112022056L;1,00
112022056XL;1,00
300030211;1,00
000101M;2,00
000101L;2,00
5015549010;3,00
5015549020;2,00
986809;0,00
PT-BBT-32C;0,00
AMFTZ31CP7434;0,00
17L9340;1,00
PR320300;0,00
04-103-331;3,00
04-106-138;0,00
ELT0013201;-3,00
15I3504008187C;6,00
15I3508113;0,00
0013201SMPL;8,00
EFCR345C04XL;0,00
EFD3400BL;1,00
EMFHG377328L;2,00
ERD3400SS;0,00
ICSHG509125;0,00
?8?098280;0,00
1696900;1,00
1601400;1,00
1601300;1,00
1601800M;1,00
40288412GR460TIT;0,00
40288412GR500TIT;0,00
40288412GR540TIT;0,00
Y5XH98120;2,00
Y8FF98010;4,00
4128A190R;1,00
?8?098281;0,00
?8?098282;0,00
EWHRS80C50RCY;0,00
PRLIZ11111029BKL;0,00
PRLIZ11111029BKM;0,00
PRLIZ11111029BKXL;0,00
PRLIZ11111033BK/BKL;1,00
PRLIZ11111033BK/BKM;1,00
PRLIZ11111033BK/BKXL;1,00
PRLIZ11111137BKL;0,00
PRLIZ11111137BKM;1,00
PRLIZ11111137BKXL;1,00
PRLIZ11121014BK/WHL;2,00
PRLIZ11121014BK/WHM;2,00
PRLIZ11121014BK/WHXL;-1,00
PRLIZ11121014TRRD/BKL;3,00
PRLIZ11121014TRRD/BKM;2,00
PRLIZ11121014TRRD/BKXL;0,00
PRLIZ11121015BG IP BKL;1,00
PRLIZ11121015BG IP BKM;1,00
PRLIZ11121015BG IP BKXL;1,00
PRLIZ11121015GLD RDL;1,00
PRLIZ11121015GLD RDM;0,00
PRLIZ11121015GLD RDXL;1,00
PRLIZ11121015WGS RK WHL;1,00
PRLIZ11121015WGS RK WHM;1,00
PRLIZ11121015WGS RK WHXL;1,00
PRLIZ11131011BK/BKM;0,00
PRLIZ11131017BK/BKL;0,00
PRLIZ11131017BK/BKM;0,00
PRLIZ11131017BK/BKXL;0,00
PRLIZ11131033CL WHL;1,00
PRLIZ11131033CL WHXL;1,00
PRLIZ11131033CL WHXXL;1,00
PRLIZ11131102BKL;0,00
PRLIZ11131102BKM;2,00
PRLIZ11131102BKXL;1,00
PRLIZ11131102BKXXL;1,00
PRLIZ11131102TRRDL;0,00
PRLIZ11131102TRRDXL;1,00
PRLIZ11131102TRRDXXL;1,00
PRLIZ11221024PK LOOPM;1,00
PRLIZ11221024PK LOOPS;1,00
PRLIZ12211020M;1,00
PRLIZ13111107BK/WHL;0,00
PRLIZ13111107BK/WHM;1,00
PRLIZ13111107BK/WHXL;1,00
PRLIZ14111002BKL;0,00
PRLIZ14111002BKM;0,00
PRLIZ14111002BKXL;0,00
PRLIZ14141014BKL;2,00
PRLIZ14141014BKM;0,00
PRLIZ14141014BKS;0,00
PRLIZ14141014BKXL;1,00
PRLIZ14141101BKL;0,00
PRLIZ14141101BKM;0,00
PRLIZ14141101BKXL;0,00
PRLIZ14141110BKL;5,00
PRLIZ14141110BKM;0,00
PRLIZ14141110BKXL;3,00
PRLIZ14141110SYL;2,00
PRLIZ14141110SYM;0,00
PRLIZ14141110SYXL;2,00
PRLIZ14221007BKM;1,00
PRLIZ14221007BKS;0,00
PRLIZ14241010BKL;1,00
PRLIZ14241010BKM;-1,00
PRLIZ14241010BKS;2,00
PRLIZ14241107BKL;1,00
PRLIZ14241107BKM;0,00
PRLIZ14241107BKS;0,00
PRLIZ14341009BKL;1,00
PRLIZ14341009BKM;1,00
PRLIZ14341009BKXL;1,00
PRLIZ14341106BKL;1,00
PRLIZ14341106BKXL;1,00
PRLIZ14361101BKONE SIZE;0,00
PRLIZ14361101SYONE SIZE;0,00
PRLIZ14361103BKONE SIZE;0,00
PRLIZ14361104BKONE SIZE;0,00
PRLIZ14381107BKL;1,00
PRLIZ15111002SHW/SV43;2,00
PRLIZ15111002SHW/SV44;1,00
PRLIZ15111002SHW/SV45;2,00
PRLIZ3898L;1,00
PRLIZ3898M;0,00
PRLIZ3898XL;1,00
PRLIZ9305BKONE SIZE;0,00
EPDT780;1,00
2161;3,00
PRLIZ14121102BKL;1,00
PRLIZ14121102BKM;1,00
PRLIZ14121102BKXL;0,00
4126B242F;3,00
111413612L;0,00
111413612M;0,00
111413612XL;0,00
112420510L;1,00
112420510XL;1,00
121414412S;1,00
121414412XS;1,00
122421410S;1,00
122421410XS;1,00
122421450M;1,00
122421450S;1,00
122421450XS;1,00
133231356L;0,00
133231356M;2,00
133231356XL;1,00
133430210L;1,00
133430210M;1,00
135250530M;5,00
135250530S;5,00
135250550S;4,00
136260310L;-1,00
136260310M;4,00
137272212M;6,00
137272212S;-1,00
137272512M;8,00
137272512S;1,00
139090099;-7,00
139091099;28,00
139091299;6,00
40288312GR500ANTH;1,00
07-10487;0,00
07-10024;1,00
07-10503;0,00
?8?098283;1,00
?8?098284;3,00
?8?098285;2,00
?8?098286;0,00
?8?098287;1,00
?8?098288;2,00
?8?098289;0,00
?8?098290;-1,00
?8?098291;1,00
935003;0,00
93547;1,00
93530;1,00
H96703;0,00
965502;0,00
04-100-891;1,00
04-106-441;0,00
04-106-208;0,00
40287412GR420BK;0,00
40287412GR470BK;0,00
40287412GR530BK;0,00
40287412GR530GN;0,00
Y1F811100;1,00
30727D;1,00
932610;2,00
ECSHG318132;13,00
40262011-HDGR-1410SBP MATT;0,00
40241912LGR310WH/PINK/WH;0,00
221799;0,00
221805;0,00
221809;0,00
221810;0,00
221811;0,00
218640ONE SIZEBK/YL;1,00
07-10050;3,00
08-00009;0,00
07-10201;1,00
01-10628;0,00
01-10630;2,00
40262112GR410BK MATT;0,00
40262112GR460BK MATT;0,00
40262112GR510BK MATT;0,00
40287212GR530ANTH;0,00
AFCS400CA9C1;0,00
ECSHG20I7232;0,00
06127A-TWN;3,00
06127B-TWN;4,00
IFDM665E5X;0,00
AM5751ARURA170;1,00
40288112-DGR460GY;0,00
40288112-DGR500GY;0,00
40288112-DGR540GY;1,00
Y012Z4005;5,00
Y4CP98040;3,00
WS8000421;2,00
40287412GR420GN;0,00
40287412GR420WH;0,00
40287412GR470GN;0,00
40287412GR470WH;0,00
40287412LGR400BK MATT;0,00
011134;0,00
32710;0,00
39250;0,00
32608;0,00
32200;0,00
32009;0,00
32859;1,00
004-PB-J-HP;0,00
006-PB-J-HP;0,00
CONTINENTAL005;8,00
CONTINENTAL006;0,00
CONTINENTAL007;0,00
CST003;0,00
CST004;0,00
FIRSTENDURANCE001;-1,00
FOX80300124;2,00
63-180586;1,00
FIZIK0001;0,00
SELLEROYAL002;0,00
SELLEROYAL003;0,00
GU001;0,00
GU002;0,00
GU003;0,00
GU004;2,00
GU005;0,00
ELT001;0,00
ELT002;0,00
ELT003;0,00
61169032;1,00
W-04007;-3,00
THULE003;1,00
THULE005;1,00
1500050208;1,00
50678;0,00
THULE004;-2,00
QNT001;0,00
MAP05;1,00
MAP07;1,00
MAP8.43;1,00
MAP8.61;1,00
07-KOJAK;0,00
07-MARATHON20;0,00
07-MARATHONRACER;0,00
07-ULTREMOZX;0,00
07-ULTREMOAQUA;2,00
07-KOJAKWIRE26;2,00
07-700XTRALIGHT;6,00
SCHWALBE004;7,00
SCHWALBE003;0,00
SCHWALBE005;21,00
SCHWALBE006;0,00
SELLEITALIA001;0,00
SELLEITALIA002;2,00
POLAR002;1,00
?8?098292;1,00
RESPRO020;1,00
MOTOREX004;0,00
08-00005;4,00
MOTOREX006;1,00
MOTOREX007;4,00
RTC00000001;0,00
PT-SCW-18;0,00
PT-DCW-0;1,00
MGR0001;0,00
LOOK001;3,00
LOOK002;5,00
LOOK003;1,00
7318048;0,00
6979715;0,00
MAXXIS005;2,00
MAXXIS006;9,00
09-00076;5,00
MAXXIS008;1,00
CWOK107205;0,00
200696;0,00
SR7018SA53041;0,00
SR7018SA63038;0,00
09-00058;0,00
09-00119;2,00
03-30057;0,00
01-048-027;0,00
01-048-030;1,00
SHIMANOGLASSES001;0,00
SHIMANOGLASSES002;0,00
ESHM06347;0,00
ESHM086Z44;1,00
CW9U107272M;6,00
CW7U107332L;1,00
CW7U107332M;1,00
CW7U107332XL;0,00
ESTEF60P8AL;9,00
Y800980071;-1,00
SHIMANOPART001;1,00
SHIMANOPART002;1,00
SHIMANOPART003;1,00
SHIMANOPART004;0,00
SHIMANOPART005;0,00
SHIMANOPART006;1,00
SHIMANOPART007;2,00
SHIMANOPART008;0,00
SHIMANOPART009;1,00
SHIMANOPART010;0,00
SHIMANOPART011;1,00
SHIMANOPART012;1,00
SHIMANOPART013;0,00
ISMMAF180PSA;9,00
ICHG309134;1,00
FC6600;1,00
FCR600;1,00
BBES30;0,00
Y4A0080000;1,00
SH-M225;2,00
SH-M220;2,00
?6GS98070;0,00
?01234547;8,00
Y4BR98150;3,00
Y012Y4341;15,00
FDM960SG;1,00
FD4400BR2;0,00
ICSHG507326;3,00
MEO300;0,00
Y8BC98070;17,00
Y8GP9804A;21,00
215298MBROWN;3,00
215298XLBROWN;2,00
215298MBK;2,00
219647WH/GY;-1,00
212253XLBK/WH;0,00
212227LBK/YELLOW;1,00
212227XLBK/YELLOW;1,00
215344;1,00
213357;1,00
212337BG;1,00
6016013955050;1,00
6053005700030;1,00
20863600102007;1,00
PR328120;1,00
PR349090;1,00
PR510033;1,00
PR320405;0,00
01100455293XL;1,00
01100235181;0,00
1105846002XXL;3,00
1105846002XXXL;1,00
1105846002XL;1,00
01100247002;1,00
01100758002;2,00
03519137001;0,00
0800155101;6,00
01100768002L;1,00
01100768002XL;2,00
00639002XL;1,00
1100640002L;0,00
CWOU102700L;1,00
CW5U108201XL;0,00
CW7U111100M;2,00
CWOU110100L;0,00
CW3U110100XL;2,00
ECWOABDJ12UNO;0,00
CW9M503467M;0,00
CW9M503467L;0,00
CW9M503467XL;0,00
CW5M303305M;0,00
30296;0,00
CW5M302107L;0,00
CWADV2PAI7L;0,00
CW0U110400M;1,00
CW8U102900L;1,00
CW8U102900XL;0,00
CW0M401600XL;0,00
CW9M201405L;1,00
CW9UBIB72M;0,00
CW9UBIB72L;0,00
CW9UBIB72XL;0,00
CW9UBIB72XXL;0,00
CW9M303405L;1,00
CW9M303258M;0,00
IHPMC31;1,00
40287212GR470WH;0,00
CW0K107205L;0,00
PT-FR-2;0,00
PT-FR-3;2,00
PRLIZ14121006SMPLBKM;0,00
PR382110;2,00
01-10752;5,00
01-10708;1,00
04-40044;0,00
04-40028;22,00
?8?098293;0,00
2031025;0,00
CW7U110500L;1,00
40288912GR500RD;0,00
40289312GR500WH;1,00
ESMCELS70XC;1,00
ESMCELS70XGM;0,00
ESMCELS70XSBM;0,00
?8?098294;0,00
?8?098296;0,00
IFD6703FG;0,00
IRD6700GSG;0,00
IBBUN73B07;2,00
20952;0,00
07-10207;1,00
EFCM590E866CS;0,00
ICSHG619134;0,00
IRDM591SGSL;0,00
MGR0731120;0,00
MGR0731210;0,00
Y3AE03000;3,00
MGR0722482;0,00
ECES20RR;2,00
ECES21XL;0,00
ECES21XML;1,00
ECES21XW;0,00
ECES40RR;1,00
ECES40RSL;3,00
ECES40RSP2;1,00
ECES40RSW;1,00
ECES60RPHL;0,00
ECES60RPHS;0,00
ECES60RPHW2;1,00
40261412-DGR460WH;0,00
40261412-DGR510WH;0,00
40261412GR460ORG;0,00
40261412GR510ANTH;0,00
40261512-DGR410GY;0,00
40261512-DGR460GY;0,00
40261512-DGR510GY;0,00
40261512GR410WH;0,00
40261512GR510WH;0,00
40261912-DGR460ANTH;-1,00
40261912-DGR510ANTH;0,00
40287212GR530WH;0,00
EBR4600AF76X;0,00
EBR4600AR76A;0,00
EFC4603EX090;0,00
KST6600RIX;0,00
?8?098297;0,00
61010644;0,00
212752;0,00
40261912-DGR410ANTH;0,00
14U9801;2,00
01007872;1,00
3;-3,00
221695M;0,00
221702L;0,00
221719L;0,00
221719M;0,00
221719XL;0,00
221832M;0,00
221960M;0,00
B211A07202;0,00
B211A07203;0,00
B211A07205;0,00
217944001;0,00
018839;0,00
ECES60RPHW;0,00
4018011BK/GN;0,00
4018011LPINK/WH;0,00
4020011BK/GN;0,00
4020011LPINK/WH;1,00
104L701JEC003;0,00
106L701JEC004;1,00
107L627JEC003;0,00
121L701JEC004;4,00
121L801JEC004;2,00
199MG0000C005;2,00
H105X10;6,00
SKS10069;0,00
SKS10070;0,00
SKS11011;0,00
EBLM595L;0,00
EBRM590FX41SLP;0,00
EBRM590RX41SLP;0,00
ASG3C41A2068DX;0,00
ASMGEAR21SP;0,00
ESL3S41EALS;0,00
KSM3C41NFS010E;0,00
KSMCLIPCE;1,00
06206ATWN;5,00
6209;2,00
913004;3,00
16P2625010106;2,00
ESHM064L42;1,00
ESHM064L43;2,00
ESHM064L44;2,00
ESHM064L45;0,00
ESHMT2343;2,00
ESHMT2344;2,00
ESHMT2345;1,00
ESHMT2346;0,00
01-10301;13,00
01-10539;0,00
01-10209;5,00
221786M;0,00
221795;0,00
221812;0,00
221815;0,00
221817;0,00
221818;0,00
221819;2,00
W-05162;144,00
?8?098298;0,00
?8?098299;0,00
?8?098300;0,00
?8?098301;-2,00
TB-2C;12,00
Y13098210;0,00
ICSHG309134;-1,00
Y80098300;0,00
Y80098200;0,00
005574;1,00
?8?098302;-1,00
?8?098303;-1,00
2018640;1,00
2018665;0,00
2024214;1,00
2024237;0,00
2024238;0,00
2027192;0,00
2030029;0,00
2030034;0,00
2030065;0,00
2030066;0,00
2030068;0,00
FOX97290112;1,00
?8?098304;1,00
?8?098305;1,00
2084740002169;1,00
2084740001169;1,00
2084742212199;1,00
2084030002170;0,00
2084630001167;3,00
2084030001140;1,00
?8?098306;2,00
RRT64X22BLK;1,00
RRT104X44BLK;1,00
RRT104X32BLK;1,00
0800155101?;0,00
1100910001XL;2,00
1100910001;0,00
1100862002S;-1,00
1100862002M;-1,00
1100862002L;0,00
1100862002XL;-1,00
1100862002XXL;-1,00
40288112GR470TIT;0,00
40288112GR530TIT;0,00
EWHM775FRDAX5;0,00
008621;0,00
63-180784;4,00
63-180746;1,00
01-10092;7,00
003-30042;2,00
ESHWM51G380;0,00
ESHWM51G390;1,00
ESHWM51G400;0,00
218015M;0,00
152621251AV1;-1,00
IBBUN52I07;0,00
SR5131DETA39166;3,00
SR5223HRCA09191;0,00
SR6162A02010;1,00
SR6261A02010;4,00
SR6352A02010;0,00
SR8466DGCA08096;0,00
SR8466HGCA08096;0,00
SR8468DGCA08096;0,00
SR8550TA25267;5,00
EBRM446MPRL;3,00
EM445AMFPRB100;1,00
EM445ASRXRB170;0,00
011874;0,00
Y2ZW98020;0,00
42007;21,00
ASTEF402LSBLN;8,00
EHBM590AL;0,00
4020011BK/WH;0,00
40287412LGR400BU;0,00
40261512LGR410BU;0,00
40261512LGR410WH;0,00
40287412LGR400WH;0,00
40287412LGR460WH;0,00
?8?098307;0,00
?8?098308;0,00
EFC2350E04XL;0,00
SCHWALBE10;0,00
1602951;0,00
5336770;0,00
5336773;0,00
5336780;1,00
5336783;3,00
5342500;0,00
5442220;4,00
5442221;4,00
5442500;4,00
5446301;49,00
8900230;2,00
221718M;0,00
221748S;0,00
221749S;0,00
221760L;0,00
221786S;0,00
221789S;0,00
221790M;0,00
221790S;0,00
221801;0,00
221828M;0,00
221836L;0,00
221836M;0,00
221838M;0,00
221839S;0,00
Y1LR24000;1,00
24014-TWN;9,00
41204803R;5,00
ICS780010225;0,00
38051;10,00
PRLIZ0275M;-1,00
AFC2350E04X;0,00
EMFTZ206428T;31,00
15221381DV;0,00
1622138128;0,00
40241912GR310GN/BK/WH;0,00
40261512LGR380BU;0,00
40261512LGR380WH;0,00
40285411GR460SVR;1,00
40285411LGR400SVR;0,00
40287212GR470ANTH;0,00
223378;10,00
40261512GR560RD;0,00
2130PON000201;1,00
2130PON002601;1,00
2170BHT990708;0,00
223379;4,00
16P2921010476;4,00
16P2922010106;4,00
002-410;0,00
002-412;0,00
ESHR086L-PDR540L41;0,00
PT-TM-1;0,00
PT-TS-2.2;0,00
40261512LGR380ANTH;0,00
40261512LGR460BU;0,00
40261512LGR460WH;0,00
40287412GR580BK;0,00
40287412LGR460BU;0,00
40288112GR420TIT;0,00
40288112GR470ANTH;0,00
MGR0722360;0,00
2018639;0,00
EM445ANFPRA100;0,00
EM445ATRXRA170;0,00
ECSHG318134;3,00
EPDM530;3,00
EPDM785;0,00
ESLM390PTA;1,00
ESMRT53L;5,00
ESMRT64;6,00
ESTEF40P6AL;10,00
EWHM785FRDAX;1,00
EWHMT15FRDANY;0,00
EWHMT15FRDAWY;0,00
09-00044;14,00
09-00132;7,00
04-40008;-3,00
01-10749;7,00
RCXR42DPS32S200056;0,00
2008184;0,00
2018692;0,00
2023635;2,00
2023661;0,00
2024233;0,00
2024242;0,00
2030043;0,00
2030045;0,00
2030063;0,00
2030064;0,00
2030073;0,00
2030074;0,00
2030075;2,00
2030076;0,00
2030077;0,00
2030078;0,00
2030079;6,00
2030080;0,00
2031112;0,00
2031115;1,00
2031142;1,00
2031146;0,00
2031151;0,00
2031155;0,00
2031157;1,00
2031175;5,00
2031178;-1,00
2031193;0,00
2031194;0,00
2031196;0,00
2032098;1,00
40141112GR210BK/WH;2,00
40141112GR210PINK/WH;0,00
40141112GR210RD/WH;0,00
LEAFLET-25A;500,00
ASLRS36LSBP;5,00
4018011BK/RD;0,00
4018011BK/WH;0,00
439301;2,00
W-05150A;98,00
1,1E+111;3,00
1626150193;7,00
EBRT660FX41SP;0,00
EBRT660RX41SP;0,00
40288412GR420TIT;0,00
40289412GR500BK MATT;0,00
40240211GR360WH/BU;0,00
40261412-DGR380WH;0,00
25014A;10,00
112420540XL;0,00
64-D200;3,00
32682;2,00
32009-5470;0,00
08-00036;0,00
40288112-DGR420GY;-1,00
40288112GR-1420WH;0,00
40288112GR-1470WH;0,00
40288112LGR400TIT;0,00
217947S;0,00
220099;2,00
4024418L310BU;0,00
PRTA0004;0,00
20070FT;10,00
20070RT;10,00
MGR0721851;0,00
4029042912GR480ANTH;0,00
221690M;0,00
221760M;0,00
221827M;0,00
221838L;0,00
221852M;1,00
221956M;1,00
221959L;0,00
07-10051;2,00
01-10269;6,00
04-40052;0,00
ECWGLBSKS31MIL;1,00
ECWGLBSKS31MIM;5,00
ECWGLBSKS31MIS;1,00
ECWGLBSKS31MIXL;3,00
ECWGLBSKS31MIXXL;1,00
ECWPARSJC12MLS;1,00
ECWPARSJC12MLXS;1,00
ECWWABSJS12UWL;3,00
ECWWABSJS12UWM;1,00
40287212GR-1470ANTH;0,00
40287212GR-1470WH;0,00
40287212GR-1530ANTH;0,00
40287212GR-1530WH;0,00
40288312GR420ANTH;0,00
SKS10429;-2,00
21826144BK;0,00
21826144WH;0,00
21826145BK;1,00
21826145WH;1,00
21826146BK;2,00
21826146WH;1,00
21826147BK;0,00
21826147WH;0,00
208678;10,00
216000BK/WH;1,00
216000WH/BK;0,00
216893;2,00
216895;2,00
218612ONE SIZE;3,00
218617ONE SIZE;0,00
218843S/M;1,00
219647WH/BU;3,00
219647WH/RD;3,00
2196701040;1,00
2196701042;3,00
219688;5,00
220229BEIGE/BROWN;4,00
220229PETROL/VIOLET;4,00
220232;3,00
220412M/L;0,00
221962ONE SIZE;0,00
221967ONE SIZEBK/WH;0,00
221974ONE SIZE;0,00
221978;8,00
222017MBK;0,00
222017MWH;0,00
222017SBK;-1,00
222017SWH;0,00
222017XSWH;0,00
222021LBK;6,00
222021LWH;6,00
222021MBK;5,00
222021MWH;6,00
222021SBK;1,00
222021SWH;2,00
222021XLBK;5,00
222021XLWH;5,00
222023LBK;2,00
222023LBU;-1,00
222023LRD;0,00
222023MBK;2,00
222023MBU;3,00
222023MRD;1,00
222023SBK;2,00
222023SRD;-1,00
222023XLBK;0,00
222023XLBU;0,00
222023XLRD;0,00
222024LMULTI COL BK;2,00
222024MMULTI COL BK;4,00
222024SMULTI COL BK;2,00
222024XLMULTI COL BK;1,00
222024XSMULTI COL BK;0,00
222026L;1,00
222026M;1,00
223374;0,00
223388;0,00
223390;0,00
223393;2,00
223396;2,00
223401BK;1,00
223401WH;0,00
40261512-DGR380BK;0,00
ISMMAF180PPA;0,00
003-AB-H;0,00
01-10076;39,00
40261512GR410GY;0,00
PT-PW-4;0,00
W-06022;0,00
EFDM190X3;3,00
EFDM191X3;1,00
EFDTY10TM6;11,00
ESLRS36P6A;5,00
ESLRS36P7A;4,00
ESMRT64M;2,00
EWHMT55FR9DBX;1,00
EWHRS10AFREAY;0,00
EWHRS10AFREBY;0,00
ICNHG54116I;5,00
ICSHG6210136;0,00
ICSM77110134;1,00
IFCM780E224XL;1,00
IFCM785E86XL;1,00
IFDM59010X6;2,00
IFDM59110X6;2,00
IFDM780X6;1,00
IFDM781X6L;0,00
IFDM785X6;1,00
IFDM786X6LA;1,00
IFDM986X6A;1,00
IM6661LFPNA100;1,00
IM6661RFPNA100;1,00
IM7851MFPNA100;1,00
IM7851SRXNA170;1,00
IRDM593SGS;2,00
IRDM780SGSL;1,00
IRDM985GS;1,00
IRDM985SGS;1,00
ISLM591PA;2,00
ISLM780IPA;1,00
ISLM780PA;1,00
ISMBB7141B;2,00
ISMMAF203PSA;3,00
ISMRT75MA;0,00
ISMRT75S;2,00
IWHM985FRDAB;1,00
Y04598020;-3,00
Y08X98021;-1,00
Y1J122000;1,00
Y1J198020;1,00
Y1KF22000;2,00
Y1KF98040;1,00
Y1KF98060;0,00
Y60098630;3,00
Y60098710;145,00
Y80098521;279,00
Y80098551;198,00
Y8EP98011;22,00
Y8J79801A;2,00
Y8J79802A;1,00
Y8JA98020;19,00
2022292;0,00
2022296;2,00
2027599;1,00
2029740;1,00
KNS-Q28-4019-5;2,00
40261512-DGR380GY;0,00
40288112-DGR460ANTH;0,00
40288112-DGR460TIT;0,00
40288112-DGR500ANTH;0,00
15700431AV1;0,00
PRSS0181;0,00
4020FHAA072;2,00
4020FHAA082;2,00
4020FHAT071;0,00
4020FHAT072270;0,00
4020FHAT073270;0,00
4020FYVA072;0,00
21826746BK;1,00
21826747BK;1,00
218638LBK;0,00
218638MBK;0,00
218638MRD/BK;0,00
221570L;2,00
221570M;6,00
221570S;0,00
221586LGY;1,00
221586XLGY;2,00
222012LBK/GY;6,00
222012LWH/GY;3,00
222012MBK/GY;5,00
222012MWH/GY;2,00
222012SBK/GY;0,00
222012SWH/GY;0,00
222012XLBK/GY;8,00
222012XLWH/GY;1,00
222014LBK;3,00
222014LRD;0,00
222014LWH;1,00
222014MBK;4,00
222014MRD;2,00
222014MWH;1,00
222014SWH;0,00
222014XLWH;0,00
223320MBK/GY;0,00
223320MRD/BK;1,00
223320MWH/GY;0,00
223324LWH/PURPLE;1,00
223324MWH/PURPLE;2,00
223325ONE SIZEWH/PURPLE;0,00
223326ONE SIZEWH/PURPLE;0,00
223328LBK/WH;1,00
223328MBK/WH;0,00
216894;1,00
WXR1480ASKS04XX;0,00
381718;3,00
922717;3,00
PT-MG-2L;0,00
Y8J798030;2,00
1C89320;0,00
FOX00301001A;1,00
FOX80303030;1,00
40261512GR380WH;0,00
40261512GR460GY;0,00
40261512GR460WH;0,00
40261512GR510GY;0,00
40262012-HDGR410SBP MATT;0,00
40262012-HDGR460SBP MATT;0,00
40262012-HDGR510SBP MATT;0,00
4028CM002-11;0,00
40261412GR460ANTH;0,00
WS8000203;4,00
40261412-DGR460ANTH;-1,00
40261412-DGR510ANTH;0,00
40287112WGR460ANTH;0,00
1670035948;-4,00
1670040948;1,00
LLB351EB;3,00
ERD2300;1,00
218556S;0,00
Y4D798020;1,00
Y4D798030;3,00
99609;7,00
RCXR41RPS28S200031;2,00
RCXR42DPS28S200055;2,00
WRR1450ARKS04XX;0,00
01-10165;31,00
01-10001;1,00
01-10318;15,00
01-10775;1,00
009838;11,00
007103;1,00
?8?098309;0,00
